Di Mattia's Restaurant, 1 N Main St, Allentown, NJ 08501, 609-662-6287
Spolini's, 116-25 Metropolitan Ave, Jamaica, NY 11418, 347-527-5485
Supreme Pizza, 236-09 Braddock Ave, Jamaica, NY 11426, 347-960-4330
Yummy Fried Chicken & Pizza, 167-20 Hillside Ave, Jamaica, NY 11432, 347-482-2612
Pizza Manna, 200-33 Linden Blvd, Jamaica, NY 11412, 347-754-3467
Perfecto Pizza, 16923 Jamaica Ave, Jamaica, NY 11432, 718-571-8593
Brick City Market, 101 W 4th St, Jamestown, NY 14701, 716-321-2317
La Cucina Della Nonna, 679 Fairmount Ave, Jamestown, NY 14701, 716-321-2670
Gialy's, 210 Pine St, Jamestown, NY 14701, 716-321-2979
Sauce, 306 N Main St, Jamestown, NY 14701, 716-321-2205
Fresco Pizza & Wings, 2 E 2nd St, Jamestown, NY 14701, 716-265-6086
Prime Time Pizza, 522 E 2nd st, Jamestown, NY 14701, 716-321-2214
Lena's Pizza, 902 E 2nd St, Jamestown, NY 14701, 716-229-5358
Pizza Express, 2100 Washington St, Jamestown, NY 14701, 716-265-6893
Rudy'z Pizza & More, 709 W 3rd St, Jamestown, NY 14701, 716-229-5318
Oakdale Pizza, 601-635 Harry L Dr, Johnson City, NY 13790, 607-304-3506
Pizza On The Plaza, 365 Harry L Dr, Johnson City, NY 13790, 607-304-2815
Rossi's Pizza, 143 Harry L Dr, Johnson City, NY 13790, 607-251-0424
Brozzetti's Pizza, 72 Baldwin St, Johnson City, NY 13790, 607-251-0852
Vince's Pizza & Pasta, 118 W Main St, Johnstown, NY 12095, 518-500-4735
Romana's Italian Kitchen, 219 N Comrie Ave, Johnstown, NY 12095, 518-500-4029
Market Street Pizza, 6 S Market St, Johnstown, NY 12095, 518-500-4187
Mike's Subs-Kenmore's Original, 2862 Delaware Ave, Kenmore, NY 14217, 716-780-4801
Jay's Artisan Pizzeria, 2872 Delaware Ave, Kenmore, NY 14217, 716-219-2227
Vinny's, 2835 Delaware Ave, Kenmore, NY 14217, 716-222-8756
Linda's Riverside Pizzeria & Cafe, 100 Riviera Drive, Kings Park, NY 11754, 631-780-6100
Short Stop Pizzeria, 8 Indian Head Rd, Kings Park, NY 11754, 631-203-1164
Main Street Pizza Cafe, 89 Main St, Kings Park, NY 11754, 631-203-1191
Savona's Plaza Pizza, 1090 Morton Blvd, Kingston, NY 12401, 845-217-3059
Kennedy Fried Chicken & Pizza, 342 Broadway, Kingston, NY 12401, 845-834-8518
La Florentina, 606 Ulster Ave, Kingston, NY 12401, 845-684-2233
Savona's Plaza Pizza, 1300 Ulster Ave, Kingston, NY 12401, 845-209-1005
Savona's Plaza Pizza, 312 Plaza Rd, Kingston, NY 12401, 845-209-0988
Pie For The People, 55 Washington Ave, Kingston, NY 12401, 845-209-0912
Frank Guido's Little Italy, 14 Thomas St, Kingston, NY 12401, 845-209-1841
A Slice Of Italy, 1316 Ulster Ave, Kingston, NY 12401, 845-209-0407
440 Pizzeria, 440 Broadway, Kingston, NY 12401, 845-684-2162
Enzo's, 207 Boices Ln, Kingston, NY 12401, 845-209-0398
Pizza Express, 1520 State Rte 55, Lagrangeville, NY 12540, 845-447-1100
Carlo's Trattoria, 1520 Route 55, Lagrangeville, NY 12540, 845-447-1600
Fratellos Gourmet Pizza & Cafe, 1097 Route 55, Lagrangeville, NY 12540, 845-243-2239
Sonny's Ristorante & Pizzeria, 82 Arthursburg Rd, Lagrangeville, NY 12540, 845-877-7527
Lorenzo's Pizzeria & Trattoria, 1151 State Rte 55, Lagrangeville, NY 12540, 845-977-0291
Antonio's Pizza & Pasta, 109 Cunningham Dr, Lagrangeville, NY 12540, 845-251-3194
Capri Pizzeria & Restaurant, 221 Canada St, Lake George, NY 12845, 518-832-5356
Moose On The Loose Deli, 1444 State Rt 9, Lake George, NY 12845, 518-401-0838
Pizza Jerks, 59 Iroquois St, Lake George, NY 12845, 518-401-0755
Spice Gyro & Kabob, 2096 State Route 9, Lake George, NY 12845, 518-547-7016
Mezzaluna Restaurant, 157 Canada St, Lake George, NY 12845, 518-468-3460
The Docksider Restaurant, 298 Glen Lake Road, Lake George, NY 12845, 518-490-4974
Number One Pizza, 509 Canada St, Lake George, NY 12845, 518-282-0174
Fratelli Pizza Market, 2241 Saranac Ave, Lake Placid, NY 12946, 518-418-7797
Nicola's, 2617 Main St, Lake Placid, NY 12946, 518-412-7383
Ere's Pizza, 2439 Main St #1, Lake Placid, NY 12946, 518-418-7301
Johnny's Pizza Restaurante, 8 Morningside Dr, Lake Placid, NY 12946, 518-241-5872
Bazzi's Pizza, 2536 Main St, Lake Placid, NY 12946, 518-412-3850
Pizza Guys, 470 Aurora St, Lancaster, NY 14086, 716-209-3617
99 Brick Oven Bar & Grille, 99 Aurora St, Lancaster, NY 14086, 716-791-2013
Picasso's Pizza, 5413 Broadway, Lancaster, NY 14086, 716-219-5583
Two Guys Pizza, 3987 Walden Ave, Lancaster, NY 14086, 716-219-5743
The Pizza Heist, 231 Aurora St, Lancaster, NY 14086, 716-217-6218
Leonardo's Pizzeria & Restaurant, 2133 Palmer Ave, Larchmont, NY 10538, 914-449-4369
Le Sirene Ristorante, 1957 Palmer Ave, Larchmont, NY 10538, 914-825-4995
Polpettina, 147 Larchmont Ave, Larchmont, NY 10538, 914-340-0510
Nicky's Pizzeria & Restaurant, 144 Chatsworth Ave, Larchmont, NY 10538, 914-380-3804
Augie's, 94 Chatsworth Ave, Larchmont, NY 10538, 914-313-8530
Plates, 121 Myrtle Rd, Larchmont, NY 10538, 914-336-9396
Roman Pizza, 200 Troy Schenectady Rd, Latham, NY 12110, 518-286-5358
Crispy Basil Artisan Pizza, 571 Watervliet Shaker St, Latham, NY 12110, 518-730-4074
New York Style Pizza, 638 Columbia St, Latham, NY 12110, 518-692-6430
Good Pie Pizza, 610 Troy Schenectady Rd, Latham, NY 12110, 518-621-4682
Paesans Pizza - Latham, 636 New Loudon Road, Latham, NY 12110, 518-501-0969
Tipsy Moose Tap & Tavern, 185 Old Loudon Rd, Latham, NY 12110, 518-363-6734
Ario's Pizzeria, 1177 Troy Schenectady Rd, Latham, NY 12110, 518-501-0609
Vintage Pizza, 688 Loudon Rd, Latham, NY 12110, 518-941-8540
Mercato's III Pizzeria & Catering, 952 Troy Schenectady Rd, Latham, NY 12110, 518-363-7826
Little Bites & More, 463 Troy Schenectady Rd, Latham, NY 12110, 518-692-6227
Capish! Pizza Ristorante, 49 Main St, Le Roy, NY 14482, 585-299-5836
Pastore's Pizza, 110 W Main St, Le Roy, NY 14482, 585-312-3557
Pizza Land, 131 W Main St, Le Roy, NY 14482, 585-312-3795
Vincenzo's Pizza, 638 Wantagh Ave, Levittown, NY 11756, 516-726-1392
Calda Pizzeria & Restaurant, 2890 Hempstead Tpke, Levittown, NY 11756, 516-874-6656
Lombardo's Pizza & Pasta, 56 Division Ave, Levittown, NY 11756, 516-844-0393
Pat's Pizza, 3527 Hempstead Tpke, Levittown, NY 11756, 516-460-9861
Buon Gusto Pizza, 170 Gardiners Ave, Levittown, NY 11756, 516-271-1271
That Pizza Place, 303 Wantagh Ave, Levittown, NY 11756, 516-219-9689
Two Bros Pizzeria, 695 N Newbridge Rd, Levittown, NY 11756, 516-336-8065
La Focaccia Lounge, 70 E Village Green, Levittown, NY 11756, 516-595-0676
Domenico's, 3270 Hempstead Turnpike, Levittown, NY 11756, 516-460-9858
Riellas Homestyle, 3103-3105 N Jerusalem Rd, Levittown, NY 11756, 516-830-4285
Gallo Coal Fire Kitchen, 1708, 800 Center St, Lewiston, NY 14092, 716-219-5691
Favorites Pizza & Wings, 781 Cayuga St, Lewiston, NY 14092, 716-219-5658
Vincenzo's Pizza House, 742 Center St, Lewiston, NY 14092, 716-221-6316
Pancho's Pizza & Wings, 25 Sullivan Ave, Liberty, NY 12754, 845-513-3183
Danny's Steakout & Pizza, 1869 NY-52, Liberty, NY 12754, 845-250-3419
Paesanos Pizzeria, 10 S Main St, Liberty, NY 12754, 845-203-3846
Charlie's, 77 N Main St, Liberty, NY 12754, 845-253-9220
Dominick's Pizza & Pasta, 308 35Th St, Lindenhurst, NY 11757, 631-239-7672
Joe's Gourmet Meats, 237 S Wellwood Ave, Lindenhurst, NY 11757, 631-595-5681
Mr G's Pizzeria & Restaurant, 133 N Wellwood Ave, Lindenhurst, NY 11757, 631-651-6122
Imperial Pizza, 650 Wellwood Ave, Lindenhurst, NY 11757, 631-203-1027
Villa Pizza, 255 S Wellwood Ave, Lindenhurst, NY 11757, 631-201-5979
Roma Pizzeria, 60 W Montauk Hwy, Lindenhurst, NY 11757, 631-214-2381
Gino's Pizzeria & Restaurant, 740 Wellwood Ave, Lindenhurst, NY 11757, 631-201-1475
Luigi's Pizza, 39 Montauk Hwy, Lindenhurst, NY 11757, 631-865-0114
Spassos Pizzeria, 51 W Hoffman Ave, Lindenhurst, NY 11757, 631-201-0267
Italian Feast, 40 W Main St, Little Falls, NY 13365, 315-860-0131
Ruggiero's Trattoria, 546 E Main St, Little Falls, NY 13365, 315-860-0363
Ed's Pizza Place, 532 E Main St, Little Falls, NY 13365, 315-860-1917
Joe's Pizza & Pasta, 5607 Marathon Pkwy, Little Neck, NY 11362, 718-395-5914
Bocconcini Pizzeria, 25419 Northern Blvd, Little Neck, NY 11362, 718-473-9941
Toskana Pizzeria Restaurant, 24825 Northern Blvd, Little Neck, NY 11362, 718-925-4971
Aegea West Mediterranean Kitchen, 24205 Northern Blvd, Little Neck, NY 11362, 718-673-2429
Il Bacco Ristorante, 25324 Northern Blvd, Little Neck, NY 11362, 717-883-6850
Aunt Bella's, 46-19 Marathon Pkwy, Little Neck, NY 11362, 717-775-6186
Centre Pizza, 254-25 Horace Harding Expy, Little Neck, NY 11362, 917-905-7622
Poppi's Pizzeria, 1349 Cold Springs Rd, Liverpool, NY 13090, 315-505-4277
Amore Pizza & More, 659 Old Liverpool Rd, Liverpool, NY 13088, 315-888-5814
Nick & Angelo's Ristorante, 7376 Oswego Rd, Liverpool, NY 13090, 315-640-3812
Pizza Villa & Grill, 409 Tulip St, Liverpool, NY 13088, 315-888-5188
Francesca's, 207 Oswego St, Liverpool, NY 13088, 315-888-4020
Antonio's Liverpool Pizzeria, 7608 Oswego Rd, Liverpool, NY 13090, 315-640-3863
Original Italian Pizza, 408 Oswego St, Liverpool, NY 13088, 315-888-4433
Gino & Joe's Pizza, 700 Old Liverpool Rd, Liverpool, NY 13088, 315-766-2588
Twin Trees 57, 7608 Oswego Rd, Liverpool, NY 13090, 315-888-4712
Avicolli's Restaurant, 7839 Oswego Rd, Liverpool, NY 13090, 315-888-5637
Stevie V's Pizzeria, 6318 Robinson Rd, Lockport, NY 14094, 716-221-6035
Papa Leo's Pizzeria, 36 E Main St, Lockport, NY 14094, 716-221-3963
Fred's Pendleton Pizza, 6506 Campbell Blvd, Lockport, NY 14094, 716-221-8352
Pizza Oven, 54 Vine St, Lockport, NY 14094, 716-221-3971
Sunny's Family Drive In Restaurant, 5780 S Transit Rd, Lockport, NY 14094, 716-221-3982
Frankie's Pizza & Subs, 1179 Lincoln Ave, Lockport, NY 14094, 716-221-3969
Molinaro's Ristorante, 90 Walnut St, Lockport, NY 14094, 716-221-3962
Lock City Pizza, 379 Davison Rd, Lockport, NY 14094, 716-221-8063
West End Pizza & Restaurant, 918 W Beech St, Long Beach, NY 11561, 516-252-0556
East End Cafe, 647 E Park Ave, Long Beach, NY 11561, 516-844-0241
Grotta di Fuoco, 960 W Beech St, Long Beach, NY 11561, 516-494-3253
Gino's Restaurant & Pizzeria, 16 W Park Ave, Long Beach, NY 11561, 516-882-3670
Patio Catracho, 66 W Park Ave Ste A, Long Beach, NY 11561, 516-208-2786
The Pizza Guys, 212 New York Ave, Long Beach, NY 11561, 516-494-4205
Lucky Pizzeria & Cafe, 27-10 Queens Plaza S, Long Island City, NY 11101, 347-404-5173
Centro Pizza Bar & Italian Kitchen, 4723 Vernon Blvd, Long Island City, NY 11101, 718-557-9520
Daisys Pizza III, 2817 36th Ave, Long Island City, NY 11106, 347-952-7499
Levante, 26-21 Jackson Ave, Long Island City, NY 11101, 347-328-8766
Il Miglio Brick Oven Pizzeria & Italian Restaurant, 11-03 36th Ave, Long Island City, NY 11106, 718-777-7676
Blinks Deli & Pizza, 43-01 35th St, Long Island City, NY 11101, 347-434-8955
Manetta's Ristorante, 10-76 Jackson Ave, Long Island City, NY 11101, 718-736-2185
Massa's Coal Fired Pizzeria & Bar, 42-12 28th St, Long Island City, NY 11101, 718-400-7033
Manducatis Rustica, 4635 Vernon Blvd, Long Island City, NY 11101, 718-736-2152
Pizza Factory, 30-30 47th Ave, Long Island City, NY 11101, 718-786-1030
Don Giovanni Pizzeria, 433 Merrick Rd, Lynbrook, NY 11563, 516-284-8109
Villa Formia, 455 Merrick Rd, Lynbrook, NY 11563, 516-726-1367
Santorini's, 165 Atlantic Ave, Lynbrook, NY 11563, 516-217-8740
Joey's Pizza of Lynbrook, 5 Huntington Ave, Lynbrook, NY 11563, 516-271-1223
Lynbrook Pizza, 5 Union Ave, Lynbrook, NY 11563, 516-514-3645
Gallery Four Italian Restaurant & Pizzeria, 93 Broadway, Lynbrook, NY 11563, 516-726-9950
Vincent's Restaurant, 14 Atlantic Ave, Lynbrook, NY 11563, 516-289-9736
Savino's Pizzeria, 88 Atlantic Ave, Lynbrook, NY 11563, 516-400-3214
Regina's Pizzeria, 236 Hempstead Ave, Lynbrook, NY 11563, 516-460-9954
Joe's Pizzeria, 139 Lakeview Ave, Lynbrook, NY 11563, 516-758-2868
Mario's Wood Fired Neapolitan Pizza & Pasta, 225 US-6, Mahopac, NY 10541, 845-263-3602
Zach's Pizzeria Restaurant, 559 NY-6N, Mahopac, NY 10541, 845-262-4840
D'Berto's Pizzeria, 995 US-6, Mahopac, NY 10541, 845-213-1375
Dante's Trattoria, 167 US-6, Mahopac, NY 10541, 845-205-7668
Eduardo's Trattoria, 115 Secor Rd, Mahopac, NY 10541, 845-237-5906
Benvenuto's Restaurant, 35 Secor Rd, Mahopac, NY 10541, 845-669-6192
Cacciatori Pizzeria, 2 Mahopac Plz, Mahopac, NY 10541, 845-547-1304
Goodfellas Deli & Pizza, 716 US-6, Mahopac, NY 10541, 845-521-7060
Mike & Joes Wood Fired Pizza, 961 Route 6, Mahopac, NY 10541, 845-809-1539
Gino's Trattoria, 597 US-6, Mahopac, NY 10541, 845-318-1263
Pizza Gourmet Restaurant, 597 E Boston Post Rd, Mamaroneck, NY 10543, 914-361-4924
Village Pizza & Pasta, 1029 W Boston Post Rd, Mamaroneck, NY 10543, 914-594-5197
Modern on the Rails, 1 Station Plaza, Mamaroneck, NY 10543, 914-315-7455
Chef Antonio Restaurant, 551 Halstead Ave, Mamaroneck, NY 10543, 914-449-4049
Sofia’s Italian Bistro, 100 W Boston Post Rd, Mamaroneck, NY 10543, 914-331-8971
Jimmy's Pizza, 808 Mamaroneck Ave, Mamaroneck, NY 10543, 914-313-8573
Frankie & Fanucci's, 301 Mamaroneck Ave, Mamaroneck, NY 10543, 914-529-6366
Original Emilios Brick Oven, 359 Mamaroneck Ave, Mamaroneck, NY 10543, 914-996-6014
Mamaroneck Diner Pizza Rstrnt, 405 E Boston Post Rd, Mamaroneck, NY 10543, 914-460-7332
Sal's Pizza, 316 Mamaroneck Ave, Mamaroneck, NY 10543, 914-915-8817
Randazzo's Pizza of Manhasset, 568 Plandome Rd, Manhasset, NY 11030, 516-701-3416
Umbertos, 429 Plandome Rd, Manhasset, NY 11030, 516-701-2746
Villa Milano, 168 Plandome Rd, Manhasset, NY 11030, 516-344-8405
Antonino's Italian Restaurant, 997 Northern Blvd, Manhasset, NY 11030, 516-344-8688
Pavone's Pizza, 122 E Seneca St, Manlius, NY 13104, 315-400-4022
Ironwood, 145 E Seneca St, Manlius, NY 13104, 315-888-4271
Stingers Pizza Pub, 4500 Pewter Ln, Manlius, NY 13104, 315-888-5513
Pizza Town, 1326 Rte 9W, Marlboro, NY 12542, 845-218-7925
Tosi, 1191 Rte 9W, Marlboro, NY 12542, 845-218-7823
Paradiso Pizza Parlour, 1022 Rte 9W, Marlboro, NY 12542, 845-218-7898
Marlo Pizzeria, 1447 Rte 9W, Marlboro, NY 12542, 845-218-7758
Patrizia's of Maspeth, 69-35 Grand Ave, Maspeth, NY 11378, 718-571-8608
The Old Joe's Pizza, 61-16 Flushing Ave, Maspeth, NY 11378, 646-699-3870
Joey's Pizzeria, 6907 Grand Ave, Maspeth, NY 11378, 717-800-2335
Angelo's Pizzeria, 57-64 Maspeth Ave, Maspeth, NY 11378, 347-836-6750
Forno Pizzeria E Trattoria, 52-27 69th St, Maspeth, NY 11378, 717-744-0396
The Maspeth Pizza House, 55-60 60th St, Maspeth, NY 11378, 917-905-7595
Rosa's Pizza, 5526 69th St, Maspeth, NY 11378, 718-307-2946
WB Pizza Restaurant, 57-27 61st St, Maspeth, NY 11378, 717-537-9284
Maspeth Pizza, 7109 Grand Ave, Maspeth, NY 11378, 717-356-9371
Mario's Pizzeria & Restaurant, 655 Broadway, Massapequa, NY 11758, 516-219-9040
Leonardo's Pizza, 20 Broadway, Massapequa, NY 11758, 516-882-1943
Sotto Sopra Pizza, 624 Broadway, Massapequa, NY 11758, 516-730-9821
Gregorio's Pizzeria, 4656 Merrick Rd, Massapequa, NY 11758, 516-874-6418
Phil's Pizza, 820 Hicksville Rd, Massapequa, NY 11758, 516-494-3846
Calda Pizzeria & Restaurant, 19 Hicksville Rd, Massapequa, NY 11758, 516-494-3015
Bonomo's Pizzeria, 526 Broadway, Massapequa, NY 11758, 516-809-9008
Saverio's Authentic Pizza Napoletana, 929 N Broadway, Massapequa, NY 11758, 516-531-6357
Pulcinella, 746 N Broadway, Massapequa, NY 11758, 516-262-5376
Carmela's, 4151 Merrick Rd, Massapequa, NY 11758, 516-882-1739
Patrizia's of Massapequa, 4913 Merrick Rd, Massapequa Park, NY 11762, 516-271-1520
Phil's 2 Pizza, 5280 Sunrise Hwy, Massapequa Park, NY 11762, 516-271-1823
Crostini, 4952 Merrick Rd, Massapequa Park, NY 11762, 516-271-1954
Umbertos Of Massapequa Park, 1011 Park Blvd, Massapequa Park, NY 11762, 516-271-3214
Bacaro Italian Tavern, 1020 Park Blvd, Massapequa Park, NY 11762, 516-494-4294
Fredo's Pizza & Pasta, 4855 Merrick Rd, Massapequa Park, NY 11762, 516-309-4963
Gino's Tuscany, 5159 Merrick Rd, Massapequa Park, NY 11762, 516-418-8079
Vino Vidi Vici, 10 W Orvis St, Massena, NY 13662, 315-322-9679
An Italian Affair, 339 E Orvis St, Massena, NY 13662, 315-386-6862
Trombino's Restaurant, 181 Center St, Massena, NY 13662, 315-386-6858
Pizza Time, 273 Neighborhood Rd, Mastic Beach, NY 11951, 516-654-5875
Aliyana's Pizzeria, 520 Mastic Rd, Mastic Beach, NY 11951, 631-206-5726
John's Pizzeria & Restaurant, 351 Neighborhood Rd, Mastic Beach, NY 11951, 631-212-2951
Nino's Pizzeria Cucina, 201 Mastic Beach Rd, Mastic Beach, NY 11951, 631-212-3163
Espresso North Fork, 13500 Main Rd, Mattituck, NY 11952, 631-284-4548
A Mano, 13550 Main Rd, Mattituck, NY 11952, 631-284-4788
Sicilian Pizza & Pasta, 55 Middle Rd, Mattituck, NY 11952, 631-333-7436
Bucciero's Pizzeria & Restaurant, 87 N Main St, Mechanicville, NY 12118, 518-753-1575
Sub King, 110 Park Ave, Mechanicville, NY 12118, 518-941-8019
Mechanicville House Of Pizza, 53 Johnson Rd, Mechanicville, NY 12118, 518-941-8246
Medford Pastaria, 3209 Horseblock Rd, Medford, NY 11763, 631-295-4584
Pizza Corner, 2799 NY-112, Medford, NY 11763, 631-496-1419
Genova's Pizza & Pastaria, 3316 NY-112, Medford, NY 11763, 631-696-7776
Big Italy Pizza, 3147 Route 112, Medford, NY 11763, 631-496-1744
Mama Bella's Pizzeria & Restaurant, 1600 Route 112, Medford, NY 11763, 631-272-2960
Tony's Pizza, 2277 Route 112, Medford, NY 11763, 631-239-7291
Victorious Pizzeria & Ristorante, 2690 Route 112 , Medford, NY 11763, 631-699-2775
Cafe Gia, 700 Patchogue Yaphank Rd , Medford, NY 11763, 631-364-0343
Gianna's Pizzeria, 2080 Ny-112, Medford, NY 11763, 631-509-7358
Avanti Pizza & Wood Fired Kitchen, 500 Main St, Medina, NY 14103, 585-318-8493
Doug's Pizza, 11193 Maple Ridge Rd, Medina, NY 14103, 585-318-8429
Crosby's Medina, 1425 S Main St, Medina, NY 14103, 585-318-0261
La Focaccia, 64 Broadhollow Rd, Melville, NY 11747, 631-498-8364
Suburban Eats, 610 Broadhollow Rd, Melville, NY 11747, 631-438-8258
Mario's Pizzeria, 1-17 Schwab Rd, Melville, NY 11747, 631-759-8931
Victor's Pizza Delight, 712 Walt Whitman Rd, Melville, NY 11747, 631-651-6613
Little Cucina Pizzeria, 1848 Merrick Rd, Merrick, NY 11566, 516-962-2159
Gino's Pizza, Merrick Mall 2162 Hewlett Ave, Merrick, NY 11566, 516-262-5438
Pizza Cucina of North Merrick, 1152 Merrick Ave, Merrick, NY 11566, 516-535-0493
Michael Anthony's Pizza, 1383 Jerusalem Ave, Merrick, NY 11566, 516-962-2931
Galleria Restaurant & Pizzeria, 1339 Merrick Ave, Merrick, NY 11566, 516-623-7167
Roma Pizzeria, 53 Merrick Ave, Merrick, NY 11566, 516-223-7476
San Marzano's, 38 Merrick Ave, Merrick, NY 11566, 516-494-4731
Via Roma Pizza, 1764 Merrick Ave, Merrick, NY 11566, 516-494-4707
La Strada Of Merrick, 2100 Merrick Ave, Merrick, NY 11566, 516-494-3425
La Piazza Merrick, 2191 Merrick Rd, Merrick, NY 11566, 516-494-4353
Phillie's Pizzeria II, 74-02 Eliot Ave, Middle Village, NY 11379, 718-717-1153
Andrew's Pizzeria, 79-22 Eliot Ave, Middle Village, NY 11379, 347-650-3252
Bella Nova's, 6526 Metropolitan Ave, Middle Village, NY 11379, 732-639-0687
Harbor Pizzeria, 6460 Dry Harbor Rd, Middle Village, NY 11379, 347-632-9706
Gino's Express Pizza, 62-69 Dry Harbor Rd, Middle Village, NY 11379, 717-276-8670
Rosa 2 Pizzeria, 7559 Metropolitan Ave , Middle Village, NY 11379, 718-795-2433
Carlos Pizza, 74-02 Metropolitan Ave, Middle Village, NY 11379, 717-864-0706
Marco's Pizza, 670 NY-211, Middletown, NY 10941, 845-695-8700
Carlo's Pizzeria & Bar, 295 Wawayanda Ave, Middletown, NY 10940, 845-237-5025
Fuentes Wood Fired Pizza & Italian Restaurant, 400 NY-211, Middletown, NY 10940, 845-253-4128
Frank's Pizza & Restaurant, 470 Route 211 E, Middletown, NY 10940, 845-245-6281
Tony Boffa's Restaurant, 75 Railroad Ave, Middletown, NY 10940, 845-253-5821
Badabing Pizzeria, 28 County Rd 78, Middletown, NY 10940, 845-262-4067
Badabing Restaurant, 28 County Rd 78, Middletown, NY 10940, 845-237-0901
Sicilian Delight, 1 N Galleria Dr, Middletown, NY 10941, 845-267-7071
Pecorinos Pizzeria & Restaurant, 253 Tower Dr, Middletown, NY 10941, 845-253-4975
Franco Di Roma, 357 Route 211 E, Middletown, NY 10940, 845-253-5783
Fusilli, 691 NY-25A, Miller Place, NY 11764, 631-994-1465
Vincenzo's Pizzeria & Restaurant, 343 Route 25A, Miller Place, NY 11764, 631-496-4239
Branchinelli's Pizza & Rstrnt, 385 Route 25A, Miller Place, NY 11764, 631-910-6027
C.P. La Mannos Have A Pizza, 915 Route 25A, Miller Place, NY 11764, 631-496-4090
Taglio Pizza, 85 Mineola Blvd, Mineola, NY 11501, 516-418-8698
Spaghettini Pizzeria, 106 Mineola Blvd, Mineola, NY 11501, 516-750-8044
Cugini Pizzeria & Restaurant, 432 Jericho Tpke, Mineola, NY 11501, 516-874-4084
Nick's Tuscan Grill, 149 Mineola Blvd, Mineola, NY 11501, 516-636-2240
Barosa, 106 Main St, Mineola, NY 11501, 516-447-3410
Luigi's Pizzeria Of Mineola, 526 Jericho Tpke, Mineola, NY 11501, 516-309-4631
Diana's Pizza, 809 NY-208, Monroe, NY 10950, 845-218-7734
Amendola's Pizzeria & Restaurant, 28 Lake St, Monroe, NY 10950, 845-818-0855
Scalia & Co Craft Kitchen And Bar, 785 Shoprite Plaza State Route 17M, Monroe, NY 10950, 845-538-4927
K & D Pizza & Deli, 695 State Route 17M, Monroe, NY 10950, 845-414-8596
Tosco's Pizzeria, 400 State Route 17M, Monroe, NY 10950, 845-414-8752
